Run!	Chạy!
Tom came straight home after school.	Tom đã về thẳng nhà sau khi tan học.
Tom doesn't know a lot about Boston.	Tom không biết nhiều về Boston.
Tom doesn't like milk in his coffee.	Tom không thích bỏ sữa vào cà phê.
Tom doesn't trust a thing Mary says.	Tom không tin bất cứ điều gì Mary nói.
Tom dried himself with a bath towel.	Tom đã lau người bằng khăn tắm.
Tom dried himself with a bath towel.	Tom lau người bằng khăn tắm.
Tom has a drawer full of USB cables.	Tom có một ngăn tủ đầy cáp USB.
Tom has red spots all over his body.	Tom nổi những đốm đỏ khắp người.
Tom heard someone whistling outside.	Tom đã nghe thấy ai đó huýt sáo ở bên ngoài.
Tom heard someone whistling outside.	Tom nghe thấy tiếng ai đó huýt sáo ở bên ngoài.
Tom hurt his knee when he fell down.	Tom đã bị thương ở đầu gối khi nó té xuống.
Tom is going to apologize, isn't he?	Tom sắp xin lỗi phải không?
Tom is starting to get on my nerves.	Tom bắt đầu làm tôi thấy khó chịu.
Tom is still on the phone with Mary.	Tom vẫn còn nói chuyện điện thoại với Mary.
Tom is the person I was waiting for.	Lúc đó tôi đang đợi Tom.
Tom killed himself three months ago.	Tom đã tự tử ba tháng trước.
Tom killed himself three months ago.	Tom đã tự tử 3 tháng trước.
Tom kissed Mary and she slapped him.	Tom đã hôn Mary và cô tát anh ta.
Tom knew that Mary couldn't do that.	Tom đã biết là Mary không thể làm điều đó.
Tom knew that Mary couldn't do that.	Tom đã biết là Mary không thể làm điều đó được.
Tom lacks the talent to be an actor.	Tom thiếu tài năng để trở thành một diễn viên.
Tom likes going out for walks alone.	Tom thích đi dạo một mình.
Tom lived in Boston three years ago.	Tom từng sống ở Boston ba năm về trước.
Tom looks funny wearing those shoes.	Tom đi đôi giày đó trông thật buồn cười.
Tom opened the conference room door.	Tom mở cửa phòng họp.
Tom said he hopes you won't do that.	Tom nói là anh ấy mong bạn sẽ không làm điều đó.
Tom said that he heard the gunshots.	Tom đã nói rằng anh ấy nghe thấy tiếng súng.
Tom tries to avoid traveling by air.	Tom cố tránh di chuyển bằng đường hàng không.
Tom wants to come to Boston with us.	Tom muốn tớ Boston với chúng tôi.
Tom wasn't surprised Mary was there.	Tom đã không ngạc nhiên khi Mary ở đó.
Tom would never sell his car to you.	Tom sẽ không bao giờ bán ô tô của mình cho bạn đâu.
Tom's cat rubbed against Mary's leg.	Con mèo của Tom đã cọ vào chân của Mary.
Tom's cat rubbed against Mary's leg.	Con mèo của Tom cọ cọ vào chân của Mary.
Translate this into English, please.	Làm ơn hãy dịch cái này sang tiếng Anh.
Twenty teams entered the tournament.	Hai mươi đội bước vào giải đấu.
We can't sleep because of the noise.	Chúng tôi không ngủ được vì ồn quá.
We have enough money to buy this CD.	Chúng tôi có đủ tiền để mua chiếc CD này.
We heard what sounded like gunshots.	Chúng tôi nghe thấy như những tiếng súng nổ.
We just came to Australia last week.	Chúng tôi chỉ vừa đến Úc tuần trước.
We managed to swim across the river.	Cuối cùng, chúng tôi đã có thể bơi qua con sông đó.
We're flying from Boston to Chicago.	Chúng tôi đang bay từ Boston đến Chicago.
We're not used to this kind of food.	Bọn tớ chả ăn đồ ăn này bao giờ
We've spent a lot of time in Boston.	Bọn tôi ở Boston khá lâu.
What do you think of his suggestion?	Bạn nghĩ sao về đề xuất của anh ấy?
What do you think of his suggestion?	Bạn nghĩ thế nào về đề xuất của ông ấy?
What do you think of his suggestion?	Bạn nghĩ như thế nào về đề xuất của anh ấy?
What should I get Tom for Christmas?	Tôi nên tặng gì cho Tom vào Giáng Sinh?
What should I get Tom for Christmas?	Tôi nên tặng gì cho Tom vào Giáng Sinh đây?
When I grow up, I want to be a king.	khi tôi lớn, tôi muốn trở thành một ông vua
Why don't you give her some flowers?	Sao bạn không thử tặng cho cô ấy ít hoa?
Words once said can't be taken back.	Một lời nói ra, ngựa giỏi đuổi không kịp.
Would you like to have another beer?	Ông có muốn uống thêm bia không?
Write your name and address, please.	Xin hãy viết tên và địa chỉ của bạn.
You have no idea what you've missed.	Cậu không biết mình bỏ lỡ thứ gì đâu.
You may have read this book already.	Có thể bạn đã đọc cuốn này rồi.
You must keep the promises you make.	Bạn phải giữ lời hứa.
You should've come a little earlier.	Lẽ ra bạn nên đến sớm hơn một chút.
You should've come a little earlier.	Đáng lẽ ra bạn nên tới sớm hơn một chút.
You should've come a little earlier.	Bạn đáng rẽ ra nên đến sớm hơn một chút.
You've told me that a hundred times.	Bạn đã nói với tôi điều đó mấy trăm lần rồi.
"When do you swim?" "I swim in July."	"Bạn bơi khi nào?" "Tôi bơi vào tháng Bảy."
All you have to do is to work harder.	Những gì bạn phải làm là làm việc chăm chỉ hơn.
Can you tell me exactly what you did?	Bạn có thể cho tôi biết chính xác những gì bạn đã làm?
Come and see me whenever you're free.	Đến gặp tôi bất cứ lúc nào bạn rảnh.
Compared with yours, my car is small.	So với chiếc xe của anh, xe tôi nhỏ hơn.
Could I have one more coffee, please?	Cho tôi xin thêm một ít cà phê được không?
Do you really think Tom is unmarried?	Bạn có thực sự nghĩ là Tom chưa kết hôn không?
Do you really think Tom is unmarried?	Bạn có thật sự nghĩ là Tom chưa kết hôn không?
Do you think you might be interested?	Cậu có nghĩ rằng cậu có thể sẽ có hứng thú không?
Do you think you might recognize Tom?	Cậu có nghĩ cậu nhận ra Tom không?
Does Tom know what you're doing here?	Tom có biết là bạn đang làm gì ở đây không?
Does Tom know what you're doing here?	Tom có biết bạn đang làm gì ở đây không thế?
Don't drink beer before going to bed.	Trước khi đi ngủ đừng có uống bia!
Don't look a gift horse in the mouth.	Đừng có mà được voi đòi tiên.
Don't worry. You'll make new friends.	Đừng lo, cậu sẽ có bạn mới thôi mà.
For further information, see page 16.	Hãy tham khảo thông tin chi tiết ở trang 16.
Has this ever happened to you before?	Việc này đã từng xảy ra với bạn trước đây chưa?
He has already finished his homework.	Anh ấy đã làm xong bài tập về nhà.
He has already finished his homework.	Anh ấy đã làm xong bài tập.
He has already finished his homework.	Cậu ấy đã hoàn thành xong bài tập.
He is too young to go swimming alone.	Cháu nó còn nhỏ quá không đi bơi một mình được.
He lent me the money quite willingly.	Anh ta rất sẵn lòng cho tôi vay tiền.
He reluctantly agreed to my proposal.	Anh ta miễn cưỡng đồng ý với đề nghị của tôi.
He was born in a small town in Italy.	Anh ấy được sinh ra trong một thị trấn nhỏ ở Ý.
Here is the book you are looking for.	Đây là cuốn sách mà bạn đang tìm đấy.
Honesty isn't always the best policy.	Thật thà không phải lúc nào cũng là cha quỷ quái.
How do you feel about his suggestion?	Bạn thấy lời gợi ý của anh ta thế nào?
How do you feel about his suggestion?	Bạn nghĩ sao về đề xuất của anh ấy?
How do you feel about his suggestion?	Bạn nghĩ thế nào về đề xuất của ông ấy?
How do you feel about his suggestion?	Bạn nghĩ như thế nào về đề xuất của anh ấy?
How much money does Tom make a month?	Tom kiếm được bao nhiêu tiền trong một tháng?
I am looking for a job near my house.	Tôi đang tìm kiếm một công việc gần nhà.
I awoke to find a burglar in my room.	Tôi tỉnh dậy và thấy một tên trộm trong phòng mình.
I borrow books from the city library.	Tôi đang mượn sách ở thư viện thành phố.
I can't eat or drink very hot things.	Tôi không thể ăn hay uống những thức ăn rất nóng.
I can't go to school today. I'm sick.	Tôi không thể đến trường ngày hôm nay. Tôi đang bị ốm.
I did everything I could to save Tom.	Tớ đã làm tất cả những gì có thể để cứu Tom.
I don't have anything to give to you.	Tôi chẳng có gì để mà cho bạn cả.
I don't know how to thank you enough.	Tôi không biết làm thế nào để cảm ơn bạn đủ.
I don't know what to believe anymore.	Tôi không còn biết tin vào cái gì nữa.
I don't know what to believe anymore.	Tôi không biết tin vào điều gì nữa.
I don't know which of you is crazier.	Tôi không biết ai trong số các bạn điên rồ hơn.
I don't remember anything about that.	Tôi không nhớ gì về điều đó.
I don't want anyone to know I'm rich.	Tôi không muốn bất cứ ai biết là tôi giàu.
I don't want spaghetti again tonight.	Tôi không muốn lại ăn mỳ Ý tối nay nữa.
I don't want spaghetti again tonight.	Tôi không muốn lại phải ăn mỳ Ý tối nay nữa.
I guess Tom will never get over that.	Tôi đoán Tom sẽ không bao giờ vượt qua được điều đó.
I had no idea that Tom would do that.	Tôi không nghĩ là Tom sẽ làm điều đó.
I had no notion that you were coming.	Tôi không hề biết là anh sẽ đến.
I have lots of affairs to look after.	Tôi có nhiều việc phải làm.
I know Tom isn't a very good juggler.	Tôi biết là Tom không giỏi tung hứng.
I know Tom isn't a very good juggler.	Tôi biết rằng Tom không phải là một người tung hứng giỏi.
I made Tom leave his suitcase behind.	Tôi đã khiến cho Tom bỏ vali của nó lại.
I made Tom leave his suitcase behind.	Tao đã khiến cho Tom bỏ vali của nó lại.
I made Tom leave his suitcase behind.	Tôi đã khiến cho Tom để vali của nó lại.
I need to go to the library tomorrow.	Tôi cần phải đi đến thư viện vào ngày mai.
I need to go to the library tomorrow.	Ngày mai tôi cần phải đi tới thư viện.
I often don't have time to eat lunch.	Tôi thường không có thời gian ăn trưa.
I pretended that it didn't bother me.	Tôi giả vờ rằng điều đó chẳng ảnh hưởng gì đến mình.
I started learning Chinese last week.	Tuần trước tôi mới bắt đầu học tiếng Trung quốc.
I think I've fallen in love with you.	Anh nghĩ là anh yêu em mất rồi.
I think I've fallen in love with you.	Em nghĩ em yêu anh mất rồi.
I think that I have to do that today.	Tôi nghĩ là tôi phải làm việc đó hôm nay.
I think that I have to do that today.	Tôi nghĩ tôi phải làm việc đó vào hôm nay.
I think that Tom is allergic to cats.	Tôi nghĩ là Tom bị dị ứng mèo.
I think that Tom is allergic to cats.	Tôi nghĩ Tom bị dị ứng với mèo.
I thought you said your name was Tom.	Tôi tưởng bạn nói tên bạn là Tom.
I thought you wanted me to handle it.	Tôi đã nghĩ là bạn muốn tôi đưa cái đó cho bạn.
I told you not to do anything stupid.	Tôi đã bảo bạn đừng có làm điều gì ngu xuẩn rồi cơ mà.
I told you that I was going to do it.	Tôi nói với bạn rằng tôi sẽ làm điều đó.
I want to hear the rest of the story.	Tôi muốn nghe toàn bộ câu chuyện.
I want to hear the rest of the story.	Tớ muốn nghe toàn bộ câu chuyện.
I want to hear the rest of the story.	Mình muốn nghe toàn bộ câu chuyện.
I want to hear the rest of the story.	Tao muốn nghe toàn bộ câu chuyện.
I wish I hadn't asked Tom to do that.	Ước gì tôi đã không nhờ Tom làm việc đó.
I wish I hadn't asked Tom to do that.	Tôi ước là tôi đã không nhờ Tom làm điều đó.
I wonder how long it's going to take.	Tôi tự hỏi nó sẽ biết bao lâu.
I wonder whether Tom can come or not.	Tôi tự hỏi là Tom có thể đến được hay không.
I would never have agreed to do that.	Mình sẽ không bao giờ đồng ý làm việc đó.
I'd love to find out why she said so.	Tôi rất muốn tìm hiểu lý do tại sao cô ấy nói vậy.
