year,title,genre
1967,Pretty Polly,romance/comedy
1967,Privilege,comedy/musical
1967,The Projected Man,science fiction
1967,Quatermass and the Pit,science fiction
1967,Robbery,crime/drama
1967,Smashing Time,comedy
1967,The Sorcerers,horror
1967,Stranger in the House,crime
1967,They Came from Beyond Space,sci-fi
1967,"To Sir, with Love",drama
1967,Two for the Road,comedy
1967,Two Weeks in September,drama
1967,The Viking Queen,historical
1967,The Vulture,sci-fi/horror
1967,The Whisperers,drama
1967,You Only Live Twice,spy/action
1968,All Neat in Black Stockings,comedy
1968,The Anniversary,drama
1968,Assignment K,thriller
1968,Attack on the Iron Coast,war
1968,Berserk!,thriller
1968,Les Bicyclettes de Belsize,musical
1968,The Birthday Party,drama
1968,The Bliss of Mrs. Blossom,comedy
1968,The Blood of Fu Manchu,crime
1968,The Bofors Gun,drama
1968,Boom!,drama
1968,Carry On... Up the Khyber,comedy
1968,The Charge of the Light Brigade,war
1968,Chitty Chitty Bang Bang,fantasy
1968,The Committee,drama
1968,Corruption,horror
1968,A Dandy in Aspic,spy/thriller
1968,Deadfall,crime thriller
1968,The Devil Rides Out,horror
1968,Dracula Has Risen from the Grave,horror
1968,Duffy,comedy/crime
1968,The Fiction Makers,adventure
1968,The Fixer,drama
1968,The Girl on a Motorcycle,drama
1968,if....,counterculture
1968,Inadmissible Evidence,drama
1968,Interlude,drama
1968,Isadora,biopic
1968,Joanna,drama
1968,Last of the Long-haired Boys,drama
1968,The Lion in Winter,historical drama
1968,The Long Day's Dying,war
1968,Mayerling,romance/drama
1968,The Mercenaries,war
1968,"Mrs. Brown, You've Got a Lovely Daughter",musical
1968,Only When I Larf,comedy
1968,Performance,drama
1968,Prudence and the Pill,comedy
1968,Romeo and Juliet,literary drama
1968,Salt and Pepper,comedy
1968,Sebastian,drama
1968,Secret Ceremony,drama
1968,Submarine X-1,thriller
1968,Tell Me Lies,drama
1968,The Touchables,comedy/drama
1968,Twisted Nerve,thriller
1968,A Twist of Sand,adventure
1968,Up the Junction,drama
1968,The Vengeance of She,fantasy
1968,Witchfinder General,horror
1968,Wonderwall,drama
1968,Work Is a Four-Letter Word,comedy
1968,Yellow Submarine,musical/comedy
1969,The Adding Machine,drama
1969,Alfred the Great,historical
1969,Anne of the Thousand Days,historical
1969,The Assassination Bureau,black comedy
1969,Battle of Britain,world war ii
1969,The Bed-Sitting Room,comedy
1969,Before Winter Comes,drama
1969,Bronco Bullfrog,drama
1969,Captain Nemo and the Underwater City,fantasy
1969,Carry On Again Doctor,comedy
1969,Carry On Camping,comedy
1969,Crossplot,thriller
1969,David Copperfield,drama
1969,Doppelgänger,sci-fi
1969,The File of the Golden Goose,thriller
1969,Frankenstein Must Be Destroyed,horror
1969,Hannibal Brooks,world war ii
1969,The Haunted House of Horror,horror
1969,I Start Counting,thriller
1969,In Search of Gregory,romance
1969,The Italian Job,action/comedy
1969,Kes,drama
1969,Leo the Last,drama
1969,Lock Up Your Daughters!,comedy
1969,Lola (Twinky),comedy
1969,The Looking Glass War,spy
1969,The Magic Christian,comedy
1969,Monte Carlo or Bust!,comedy
1969,Moon Zero Two,sci-fi
1969,Mosquito Squadron,world war ii
1969,"Mumsy, Nanny, Sonny and Girly",horror/comedy
1969,The Oblong Box,horror
1969,On Her Majesty's Secret Service,spy/action
1969,Play Dirty,world war ii
1969,The Prime of Miss Jean Brodie,drama
1969,The Reckoning,drama
1969,Rhubarb,comedy
1969,Ring of Bright Water,drama
1969,"Run Wild, Run Free",family
1969,Sandy the Seal,family
1969,The Smashing Bird I Used to Know,drama
1969,Some Girls Do,spy
1969,The Southern Star,adventure
1969,Taste the Blood of Dracula,horror
1969,Three Into Two Won't Go,drama
1969,Till Death Us Do Part,comedy
1969,A Touch of Love,drama
1969,The Virgin Soldiers,drama
1969,What's Good for the Goose,comedy
1969,Women in Love,literary drama
1970,The Adventures of Gerard,action/comedy
1970,And Soon the Darkness,thriller
1970,The Beast in the Cellar,horror
1970,The Beloved,drama
1970,The Breaking of Bumbo,comedy
1970,The Buttercup Chain,drama
1970,Carry On Loving,comedy
1970,Carry On Up the Jungle,comedy
1970,Cool It Carol!,sex comedy/drama
1970,Crescendo,horror
1970,Cromwell,biopic
1970,Cry of the Banshee,horror
1970,A Day at the Beach,drama
1970,Deep End,drama
1970,Doctor in Trouble,comedy
1970,Endless Night,"drama, crime, horror"
1970,Entertaining Mr Sloane,black comedy
1970,Every Home Should Have One,comedy
1970,Fragment of Fear,thriller
1970,The Go-Between,drama
1970,Hell Boats,world war ii
1970,Hello-Goodbye,comedy
1970,Hoffman,drama
1970,The Horror of Frankenstein,horror
1970,The House That Dripped Blood,portmanteau horror
1970,Leo the Last,drama
1970,Loot,black comedy
1970,The Man Who Haunted Himself,thriller
1970,The McKenzie Break,world war ii/pow
1970,The Mind of Mr. Soames,sci-fi
1970,Ned Kelly,adventure
1970,The Nine Ages of Nakedness,sex comedy
1970,One Day in the Life of Ivan Denisovich,drama
1970,Perfect Friday,crime
1970,Performance,drama/crime
1970,The Private Life of Sherlock Holmes,detective drama
1970,The Railway Children,family drama
1970,The Rise and Rise of Michael Rimmer,comedy/satire
1970,Ryan's Daughter,drama
1970,Say Hello to Yesterday,drama
1970,Scars of Dracula,horror
1970,Scream and Scream Again,horror thriller
1970,Scrooge,musical
1970,A Severed Head,black comedy
1970,"Some Will, Some Won't",comedy
1970,Take a Girl Like You,comedy
1970,There's a Girl in My Soup,comedy
1970,Trog,sci-fi
1970,Two a Penny,drama
1970,The Vampire Lovers,horror
1970,The Virgin and the Gypsy,drama
1970,The Walking Stick,crime
1971,10 Rillington Place,crime
1971,The Abominable Dr. Phibes,horror/comedy
1971,Black Beauty,drama
1971,Blood from the Mummy's Tomb,horror
1971,The Blood on Satan's Claw,horror
1971,The Boy Friend,musical/comedy
1971,Bronco Bullfrog,drama
1971,Burke & Hare,horror
1971,Carry On at Your Convenience,comedy
1971,Carry On Henry,comedy
1971,Clinic Exclusive,comedy
1971,A Clockwork Orange,drama
1971,Countess Dracula,horror
1971,Dad's Army,comedy
1971,The Devils,drama
1971,Diamonds Are Forever,spy/action
1971,Dr. Jekyll and Sister Hyde,horror
1971,Family Life,drama
1971,Freelance,thriller
1971,Friends,romance
1971,Get Carter,crime
1971,The Go-Between,drama
1971,Hands of the Ripper,horror
1971,"I, Monster",horror
1971,Incense for the Damned,horror
1971,The Last Valley,drama
1971,Macbeth,drama
1971,"Mary, Queen of Scots",historical
1971,Melody,romance
1971,Nicholas and Alexandra,historical biopic
1971,The Night Digger,thriller
1971,Night Hair Child,black comedy
1971,The Nightcomers,horror
1971,Percy,comedy
1971,Please Sir!,comedy
1971,Private Road,drama
1971,Psychomania,horror
1971,Quest for Love,sci-fi/drama
1971,The Raging Moon,romance
1971,Revenge,drama
1971,She'll Follow You Anywhere,sex comedy
1971,Sitting Target,crime drama
1971,The Statue,comedy
1971,Universal Soldier,drama
1971,Up the Chastity Belt,comedy
1971,Virgin Witch,horror
1971,Whoever Slew Auntie Roo?,horror
1971,Zeppelin,world war i
1972,Adolf Hitler: My Part in his Downfall,comedy
1972,The Alf Garnett Saga,comedy
1972,The Amazing Mr Blunden,family
1972,The Assassination of Trotsky,historical drama
1972,Au Pair Girls,sex comedy
1972,Bartleby,drama
1972,Bless This House,comedy
1972,The Boy Who Turned Yellow,family drama
1972,"Brother Sun, Sister Moon",biopic
1972,The Call of the Wild,adventure
1972,Carry On Abroad,comedy
1972,Carry On Matron,comedy
1972,A Day in the Death of Joe Egg,black comedy
1972,Death Line,horror
1972,Doomwatch,sci-fi mystery
1972,Dracula AD 1972,horror
1972,The Fiend,horror
1972,The Flesh and Blood Show,horror
1972,Follow Me!,comedy
1972,For the Love of Ada,comedy
1972,Four Dimensions of Greta,sex comedy
1972,Frenzy,thriller
1972,Fright,horror
1972,Henry VIII and His Six Wives,drama
1972,Innocent Bystanders,action
1972,Madame Sin,thriller
1972,Mutiny on the Buses,comedy
1972,Nearest and Dearest,comedy
1972,Nobody Ordered Love,horror
1972,Ooh… You Are Awful,comedy
1972,Our Miss Fred,comedy
1972,Pulp,crime/thriller
1972,The Ruling Class,black comedy
1972,Running Scared,drama
1972,Sleuth,mystery/thriller
1972,Steptoe and Son,comedy
1972,Straight on Till Morning,thriller
1972,Tales from the Crypt,horror
1972,Tower of Evil,horror
1972,The Triple Echo,drama
1972,Twins of Evil,horror
1972,Up the Front,comedy
1972,Vampire Circus,horror
1972,What Became of Jack and Jill?,thriller
1972,Z.P.G.,sci-fi
1972,Zee and Co.,drama
1973,And Now the Screaming Starts!,horror
1973,The Asphyx,horror
1973,Assassin,drama
1973,The Blockhouse,world war ii
1973,Carry On Girls,comedy
1973,Charley One-Eye,western
1973,Commuter Husbands,sex comedy
1973,The Creeping Flesh,horror
1973,Dark Places,thriller
1973,The Day of the Jackal,thriller
1973,"Digby, the Biggest Dog in the World",family
1973,A Doll's House,drama
1973,"Don't Just Lie There, Say Something!",comedy
1973,Don't Look Now,horror thriller
1973,England Made Me,drama
1973,"Father, Dear Father",comedy
1973,Gawain and the Green Knight,adventure
1973,Ghost in the Noonday Sun,comedy
1973,The Hireling,drama
1973,Hitler: The Last Ten Days,historical
1973,Holiday on the Buses,comedy
1973,The Homecoming,drama
1973,Horror Hospital,horror spoof
1973,The House in Nightmare Park,comedy/horror
1973,The Legend of Hell House,supernatural horror
1973,Live and Let Die,spy/action
1973,The Love Ban,comedy
1973,Man at the Top,drama
1973,Never Mind the Quality Feel the Width,comedy
1973,Night Watch,mystery/horror
1973,"Not Now, Darling",comedy
1973,O Lucky Man!,comedy/drama
1973,Scream... and Die!,horror
1973,Steptoe and Son Ride Again,comedy
1973,Tales That Witness Madness,comedy/horror
1973,That'll Be The Day,drama
1973,Theatre of Blood,comedy/horror
1973,A Touch of Class,comedy
1973,Voices,thriller/horror
1973,White Cargo,comedy
1973,Who?,thriller
1973,The Wicker Man,horror
1974,Akenfield,drama
1974,The Beast Must Die,horror
1974,The Best Pair of Legs in the Business,comedy/drama
1974,Butley,drama
1974,Callan,thriller
1974,Captain Kronos – Vampire Hunter,horror
1974,Carry On Dick,comedy
1974,Confessions of a Window Cleaner,sex comedy
1974,Dead Cert,thriller
1974,Deadly Strangers,thriller
1974,The Four Musketeers,adventure
1974,Frankenstein and the Monster from Hell,horror
1974,Frightmare,horror
1974,From Beyond the Grave,portmanteau horror
1974,Ghost Story,mystery
1974,The God King,historical
1974,Gold,adventure
1974,The Golden Voyage of Sinbad,fantasy
1974,Juggernaut,drama
1974,Just One More Time,sex comedy
1974,The Legend of the Seven Golden Vampires,horror/action
1974,The Little Prince,musical
1974,Madhouse,horror
1974,Mahler,biopic
1974,The Maids,drama
1974,The Man with the Golden Gun,spy/action
1974,Mistress Pamela,drama
1974,Murder on the Orient Express,mystery
1974,The Mutations,horror
1974,The ODESSA File,spy/thriller
1974,The Optimists of Nine Elms,comedy
1974,Paul and Michelle,drama
1974,Penda's Fen,comedy drama
1974,Persecution,horror thriller
1974,The Satanic Rites of Dracula,horror
1974,"Soft Beds, Hard Battles",world war ii comedy
1974,Stardust,drama
1974,Symptoms,horror thriller
1974,Vampira,horror comedy
1974,What Changed Charley Farthing?,comedy
1974,Zardoz,sci-fi
1975,Adam and Nicole,drama
1975,Alfie Darling,comedy/drama
1975,Autobiography of a Princess,drama
1975,Carry On Behind,comedy
1975,Eskimo Nell,sex comedy
1975,Flame,musical
1975,Galileo,biography
1975,The Ghoul,horror
1975,Hennessy,thriller
1975,I Don't Want to Be Born,horror
1975,Inside Out,comedy/crime
1975,Intimate Reflections,drama
1975,Legend of the Werewolf,horror
1975,Lisztomania,musical b
1975,Monty Python and the Holy Grail,comedy
1975,Overlord,unknown
1975,Paper Tiger,drama
1975,The Return of the Pink Panther,comedy
1975,Secrets of a Superstud,sex comedy
1975,Tommy,musical
1975,The Ups and Downs of a Handyman,sex comedy
1975,The Wilby Conspiracy,thriller
1976,Aces High,world war i
1976,The Belstone Fox,drama
1976,Bugsy Malone,musical
1976,Carry On England,comedy
1976,The Cassandra Crossing,disaster film
1976,Confessions of a Driving Instructor,sex comedy
1976,Escape from the Dark,drama
1976,Exposé,thriller
1976,House of Mortal Sin,horror
1976,The Man Who Fell to Earth,sci fi
1976,"Not Now, Comrade",comedy
1976,The Pink Panther Strikes Again,comedy
1976,Pressure,drama
1976,Sebastiane,drama
1976,The Slipper and the Rose,musical
1976,To the Devil a Daughter,horror
1976,Voyage of the Damned,drama
1976,Whispering Death,action
1977,Are You Being Served?,comedy
1977,Black Joy,drama
1977,Confessions from a Holiday Camp,comedy
1977,Cruel Passion,drama
1977,The Disappearance,thriller
1977,The Duellists,drama
1977,East of Elephant Rock,drama
1977,Full Circle,horror
1977,Holocaust 2000,horror
1977,Jabberwocky,comedy
1977,Joseph Andrews,comedy
1977,Jubilee,punk/avant-garde
1977,No. 1 of the Secret Service,spy/action/comedy
1977,Prey,science fiction
1977,Spectre,occult drama
1977,The Spy Who Loved Me,spy/action
1977,Sweeney!,crime
1977,That's Carry On!,comedy
1977,Tintorera,horror
1977,The Uncanny,horror
1977,Wombling Free,animation
1978,Absolution,thriller
1978,The Big Sleep,crime drama
1978,Carry On Emmannuelle,comedy
1978,The Comeback,horror
1978,Death on the Nile,suspense
1978,Force 10 from Navarone,world war ii/adventure
1978,Give Us Tomorrow,crime
1978,Killer's Moon,horror
1978,Leopard in the Snow,drama
1978,The Shout,horror
1978,Silver Bears,comedy
1978,The Stud,drama
1978,Sweeney 2,crime
1978,Terror,horror
1978,The Thirty Nine Steps,thriller
1978,Tomorrow Never Comes,crime
1978,Warlords of Atlantis,science fiction/fantasy
1978,The Water Babies,family/animated
1978,Watership Down,animated drama
1978,The Wild Geese,action
1979,Bear Island,adventure
1979,The Bitch,drama
1979,Eagle's Wing,western
1979,Escape to Athena,world war ii/adventure
1979,The First Great Train Robbery,crime/adventure
1979,A Game for Vultures,thriller
1979,The Golden Lady,thriller
1979,The Great Riviera Bank Robbery,crime/thriller
1979,The Human Factor,thriller
1979,Licensed to Love and Kill,spy/action
1979,Monty Python's Life of Brian,comedy
1979,Moonraker,spy/action
1979,The Music Machine,musical
1979,North Sea Hijack,action
1979,The Passage,world war ii
1979,Quadrophenia,musical
1979,Quincy's Quest,family
1979,The Riddle of the Sands,adventure
1979,Scum,prison drama
1979,The Tempest,shakespearean
1979,Tess,literary drama
1979,That Summer,drama
1980,Awakening !The Awakening,horror
1980,Bad Timing,mystery
1980,The Falls,mockumentary
1980,Hawk the Slayer,adventure
1980,Hussy,drama
1980,The Long Good Friday,crime drama
1980,North Sea Hijack,adventure
1980,Rhubarb Rhubarb,comedy
1980,Richard's Things,drama
1980,Silver Dream Racer,sports
1980,Sir Henry at Rawlinson End,comedy
1980,That Sinking Feeling,comedy
1980,The Watcher in the Woods,thriller
1980,The Wildcats of St Trinian's,comedy
1981,Bushido Blade,historical drama
1981,Chariots of Fire,biopic
1981,For Your Eyes Only,spy/action
1981,The French Lieutenant's Woman,drama
1981,Gregory's Girl,comedy
1981,Green Ice,adventure
1981,Inseminoid,sci-fi
1981,Looks and Smiles,drama
1981,Loophole,thriller
1981,Omen III: The Final Conflict,horror
1981,Outland,science fiction
1981,Quartet,period
1981,Time Bandits,fantasy
1982,Bad Blood,thriller
1982,The Boys in Blue,comedy
1982,Brimstone and Treacle,drama
1982,Britannia Hospital,black comedy
1982,The Draughtsman's Contract,drama
1982,Enigma,thriller
1982,Evil Under the Sun,mystery
1982,Giro City,drama
1982,The Missionary,comedy
1982,Moonlighting,drama
1982,Pink Floyd – The Wall,musical
1982,The Plague Dogs,animated/adventure
1982,The Return of the Soldier,drama
1982,The Scarlet Pimpernel,drama
1982,Trail of the Pink Panther,comedy
1982,An Unsuitable Job for a Woman,crime
1982,Who Dares Wins,action/thriller
1982,Xtro,horror
1983,"Another Time, Another Place",drama
1983,Betrayal,drama
1983,Bloodbath at the House of Death,horror
1983,The Crimson Permanent Assurance,short
1983,Curse of the Pink Panther,comedy
1983,Dead on Time,comedy
1983,The Dresser,drama
1983,Educating Rita,drama
1983,Fanny Hill,sex comedy
1983,Funny Money,drama
1983,Heat and Dust,drama
1983,House of the Long Shadows,horror
1983,The Jigsaw Man,spy/thriller
1983,Krull,adventure
1983,Local Hero,comedy/drama
1983,"Merry Christmas, Mr. Lawrence",world war ii/pow
1983,Monty Python's The Meaning of Life,comedy/musical
1983,Never Say Never Again,spy
1983,Octopussy,spy/action
1983,The Ploughman's Lunch,drama
1983,Scrubbers,drama
1983,Where Is Parsifal?,comedy
1983,The Wicked Lady,drama
1983,The Wind in the Willows,animated
1983,Yellowbeard,comedy
1984,1984,drama
1984,Another Country,unknown
1984,Cal,drama
1984,The Chain,comedy
1984,Comfort and Joy,comedy
1984,Don't Open Till Christmas,thriller/horror
1984,Forbidden,drama
1984,Give My Regards to Broad Street,musical
1984,"Greystoke: The Legend of Tarzan, Lord of the Apes",adventure
1984,The Hit,crime/drama
1984,The Killing Fields,historical drama
1984,Memed My Hawk,drama
1984,Reflections,drama
1984,Sheena,fantasy/adventure
1984,Sword of the Valiant,action
1984,What Waits Below,sci-fi
1985,The Assam Garden,drama
1985,Billy the Kid and the Green Baize Vampire,musical
1985,Dance with a Stranger,crime
1985,Defence of the Realm,thriller
1985,The Doctor and the Devils,horror
1985,Dreamchild,comedy/drama
1985,The Emerald Forest,drama
1985,The Good Father,drama
1985,Howling II: Stirba - Werewolf Bitch,horror
1985,Morons from Outer Space,sci-fi/comedy
1985,Mr. Love,comedy
1985,My Beautiful Laundrette,drama
1985,No Surrender,comedy
1985,Not Quite Paradise,romance
1985,Restless Natives,comedy
1985,A Room with a View,drama
1985,Seacoal,docudrama
1985,The Supergrass,comedy/crime
1985,Underworld,horror
1985,Water,comedy
1985,Wetherby,drama
1985,Wild Geese II,action/drama
1985,A Zed & Two Noughts,drama
1986,Absolute Beginners,rock musical
1986,Biggles: Adventures in Time,adventure
